#U1	H	C	F	X	E	A	L	M	B	G	D
35.11	5.19	0.27	1.29	0.93	2.32	1.8	4.34	3.14	2.62	0.79	4.14
35.14	5.13	0.27	1.25	0.95	2.3	1.74	4.29	3.08	2.59	0.77	4.06
35.16	5.04	0.28	1.23	0.95	2.25	1.72	4.27	3.06	2.53	0.78	4.06
35.18	5.01	0.26	1.24	0.89	2.23	1.75	4.2	3.05	2.52	0.78	4.01
35.21	4.97	0.26	1.22	0.89	2.23	1.7	4.14	2.99	2.47	0.75	3.89
35.23	4.88	0.28	1.18	0.92	2.18	1.65	4.13	2.95	2.41	0.75	3.89
35.26	4.83	0.26	1.19	0.87	2.14	1.67	4.07	2.94	2.38	0.75	3.86
35.28	4.82	0.26	1.19	0.84	2.15	1.64	4	2.9	2.38	0.72	3.75
35.31	4.73	0.28	1.14	0.86	2.11	1.58	3.99	2.85	2.33	0.71	3.72
35.33	4.67	0.26	1.14	0.84	2.07	1.59	3.95	2.84	2.28	0.73	3.72
35.36	4.65	0.26	1.14	0.8	2.07	1.57	3.87	2.81	2.29	0.7	3.62
35.38	4.59	0.27	1.11	0.83	2.05	1.52	3.84	2.75	2.26	0.68	3.55
35.4	4.51	0.27	1.09	0.83	2	1.52	3.82	2.76	2.2	0.7	3.57
35.43	4.48	0.25	1.11	0.78	1.99	1.52	3.74	2.74	2.19	0.68	3.5
35.45	4.44	0.25	1.08	0.79	1.99	1.46	3.7	2.69	2.18	0.65	3.4
35.48	4.36	0.27	1.05	0.8	1.93	1.43	3.69	2.66	2.11	0.66	3.4
35.5	4.32	0.25	1.07	0.74	1.9	1.45	3.63	2.66	2.09	0.66	3.36
35.53	4.29	0.25	1.05	0.73	1.92	1.41	3.57	2.6	2.09	0.63	3.25
35.55	4.21	0.27	1	0.76	1.89	1.36	3.55	2.56	2.03	0.62	3.24
35.57	4.15	0.25	1.01	0.72	1.85	1.37	3.51	2.56	1.99	0.64	3.24
35.6	4.15	0.25	1.02	0.7	1.86	1.36	3.44	2.52	2	0.6	3.14
35.62	4.08	0.26	0.98	0.73	1.84	1.29	3.42	2.47	1.96	0.59	3.09
35.65	4	0.25	0.96	0.72	1.78	1.3	3.4	2.46	1.9	0.61	3.1
35.67	3.99	0.24	0.98	0.68	1.78	1.3	3.33	2.44	1.91	0.59	3.02
35.7	3.94	0.24	0.95	0.69	1.77	1.24	3.3	2.38	1.88	0.57	2.94
35.72	3.86	0.25	0.93	0.69	1.72	1.23	3.29	2.36	1.81	0.59	2.94
35.75	3.84	0.24	0.94	0.64	1.71	1.24	3.22	2.36	1.81	0.58	2.9
35.77	3.81	0.24	0.92	0.64	1.71	1.19	3.17	2.3	1.8	0.55	2.8
35.79	3.74	0.26	0.88	0.67	1.67	1.16	3.17	2.27	1.74	0.55	2.8
35.82	3.7	0.23	0.89	0.62	1.63	1.17	3.12	2.26	1.71	0.56	2.78
35.84	3.68	0.23	0.89	0.61	1.64	1.14	3.05	2.22	1.72	0.52	2.67
35.87	3.61	0.25	0.85	0.64	1.61	1.09	3.04	2.17	1.71	0.52	2.65
35.89	3.56	0.23	0.85	0.59	1.56	1.11	3.01	2.18	1.66	0.53	2.66
35.92	3.55	0.23	0.87	0.56	1.57	1.1	2.94	2.15	1.67	0.51	2.57
35.94	3.5	0.24	0.83	0.58	1.56	1.05	2.92	2.1	1.63	0.5	2.51
35.97	3.43	0.25	0.81	0.58	1.51	1.05	2.91	2.1	1.58	0.51	2.53
35.99	3.43	0.23	0.83	0.54	1.5	1.06	2.85	2.08	1.58	0.5	2.47
36.01	3.39	0.23	0.81	0.54	1.5	1	2.81	2.03	1.57	0.47	2.38
36.04	3.32	0.25	0.78	0.56	1.45	0.97	2.81	2	1.51	0.49	2.39
36.06	3.29	0.23	0.79	0.51	1.43	0.99	2.75	2	1.49	0.49	2.36
36.09	3.28	0.23	0.79	0.5	1.43	0.96	2.7	1.96	1.5	0.45	2.26
36.11	3.21	0.25	0.75	0.53	1.4	0.92	2.7	1.92	1.44	0.46	2.26
36.14	3.16	0.23	0.76	0.5	1.36	0.93	2.67	1.92	1.41	0.47	2.26
36.16	3.15	0.23	0.76	0.49	1.37	0.92	2.6	1.89	1.43	0.44	2.16
36.19	3.09	0.24	0.73	0.52	1.35	0.87	2.59	1.84	1.39	0.43	2.11
36.21	3.04	0.23	0.72	0.5	1.3	0.88	2.58	1.84	1.34	0.45	2.14
36.23	3.04	0.22	0.74	0.47	1.3	0.88	2.52	1.82	1.35	0.43	2.06
36.26	3	0.23	0.7	0.48	1.3	0.83	2.49	1.78	1.33	0.42	2
36.28	2.92	0.24	0.68	0.51	1.25	0.82	2.49	1.76	1.28	0.43	2.02
36.31	2.92	0.22	0.7	0.47	1.24	0.83	2.42	1.76	1.27	0.42	1.98
36.33	2.9	0.23	0.68	0.49	1.25	0.77	2.38	1.7	1.26	0.4	1.89
36.36	2.82	0.23	0.64	0.48	1.21	0.78	2.38	1.68	1.2	0.4	1.89
36.38	2.79	0.21	0.66	0.43	1.18	0.8	2.33	1.68	1.22	0.41	1.84
36.41	2.79	0.22	0.66	0.45	1.19	0.74	2.28	1.64	1.21	0.38	1.79
36.43	2.72	0.23	0.62	0.48	1.17	0.73	2.28	1.61	1.14	0.38	1.78
36.45	2.68	0.21	0.62	0.43	1.13	0.76	2.26	1.61	1.14	0.4	1.74
36.48	2.68	0.21	0.64	0.44	1.14	0.71	2.2	1.59	1.13	0.37	1.69
36.5	2.63	0.23	0.6	0.47	1.13	0.67	2.18	1.54	1.06	0.36	1.67
36.53	2.58	0.21	0.58	0.44	1.09	0.72	2.18	1.54	1.02	0.38	1.65
36.55	2.57	0.2	0.6	0.43	1.09	0.68	2.12	1.53	1.06	0.37	1.6
36.58	2.55	0.23	0.58	0.47	1.1	0.62	2.09	1.48	1.02	0.35	1.57
36.6	2.48	0.22	0.55	0.45	1.05	0.65	2.1	1.46	0.95	0.36	1.54
36.62	2.46	0.19	0.57	0.41	1.03	0.65	2.05	1.47	0.98	0.37	1.5
36.65	2.44	0.21	0.57	0.44	1.05	0.59	2	1.43	0.97	0.34	1.46
36.67	2.37	0.21	0.53	0.45	1.03	0.6	2	1.39	0.9	0.34	1.45
36.7	2.34	0.19	0.54	0.4	0.99	0.62	1.97	1.41	0.91	0.36	1.41
36.72	2.34	0.2	0.54	0.42	1	0.58	1.92	1.37	0.92	0.33	1.36
36.75	2.29	0.22	0.5	0.45	1	0.54	1.91	1.32	0.85	0.33	1.35
36.77	2.24	0.19	0.49	0.41	0.95	0.58	1.9	1.33	0.83	0.34	1.32
36.8	2.24	0.19	0.51	0.39	0.95	0.55	1.84	1.32	0.86	0.32	1.27
36.82	2.21	0.21	0.49	0.43	0.96	0.5	1.82	1.27	0.81	0.32	1.25
36.84	2.14	0.2	0.48	0.4	0.91	0.54	1.82	1.26	0.76	0.33	1.23
36.87	2.13	0.18	0.5	0.37	0.91	0.52	1.77	1.26	0.79	0.33	1.18
36.89	2.12	0.21	0.49	0.4	0.91	0.47	1.73	1.22	0.76	0.3	1.13
36.92	2.06	0.2	0.47	0.4	0.88	0.49	1.74	1.2	0.7	0.3	1.11
36.94	2.04	0.18	0.47	0.33	0.85	0.51	1.71	1.21	0.72	0.32	1.08
36.97	2.01	0.2	0.48	0.36	0.87	0.46	1.66	1.18	0.73	0.29	1.04
36.99	1.95	0.19	0.44	0.36	0.85	0.48	1.67	1.14	0.68	0.29	1.06
37.02	1.91	0.19	0.44	0.35	0.81	0.47	1.65	1.15	0.69	0.31	1
37.04	1.93	0.2	0.47	0.36	0.82	0.43	1.6	1.14	0.67	0.29	0.94
37.06	1.88	0.2	0.43	0.36	0.82	0.43	1.58	1.09	0.63	0.29	0.98
37.09	1.83	0.19	0.43	0.34	0.77	0.44	1.57	1.1	0.64	0.3	0.93
37.11	1.83	0.19	0.45	0.34	0.77	0.4	1.52	1.09	0.63	0.29	0.85
37.14	1.81	0.2	0.43	0.35	0.79	0.4	1.5	1.05	0.61	0.29	0.88
37.16	1.75	0.19	0.42	0.32	0.75	0.43	1.5	1.03	0.61	0.29	0.86
37.19	1.73	0.19	0.44	0.32	0.73	0.38	1.46	1.04	0.63	0.29	0.78
37.21	1.74	0.2	0.44	0.35	0.75	0.38	1.41	1.01	0.58	0.27	0.79
37.24	1.68	0.18	0.41	0.31	0.72	0.4	1.42	0.97	0.57	0.27	0.81
37.26	1.64	0.18	0.41	0.31	0.7	0.38	1.39	0.98	0.59	0.28	0.74
37.28	1.65	0.19	0.42	0.33	0.71	0.36	1.34	0.96	0.56	0.25	0.71
37.31	1.61	0.19	0.38	0.32	0.7	0.36	1.34	0.92	0.54	0.26	0.74
37.33	1.56	0.18	0.38	0.31	0.66	0.37	1.33	0.93	0.54	0.28	0.69
37.36	1.57	0.18	0.41	0.31	0.67	0.33	1.28	0.92	0.54	0.26	0.63
37.38	1.54	0.19	0.39	0.31	0.67	0.33	1.27	0.88	0.5	0.26	0.66
37.41	1.48	0.18	0.39	0.29	0.62	0.35	1.27	0.89	0.5	0.27	0.64
37.43	1.48	0.18	0.4	0.29	0.62	0.31	1.23	0.89	0.51	0.27	0.56
37.46	1.47	0.2	0.39	0.31	0.65	0.31	1.2	0.84	0.47	0.25	0.58
37.48	1.41	0.18	0.37	0.28	0.62	0.34	1.21	0.83	0.46	0.25	0.59
37.5	1.4	0.18	0.37	0.28	0.6	0.31	1.18	0.84	0.48	0.26	0.55
37.53	1.41	0.19	0.38	0.29	0.62	0.31	1.13	0.8	0.45	0.24	0.54
37.55	1.36	0.18	0.35	0.27	0.6	0.32	1.14	0.77	0.44	0.24	0.57
37.58	1.32	0.18	0.35	0.27	0.57	0.31	1.12	0.78	0.45	0.26	0.52
37.6	1.33	0.18	0.37	0.28	0.58	0.29	1.07	0.77	0.44	0.24	0.48
37.63	1.32	0.18	0.33	0.28	0.57	0.29	1.05	0.72	0.41	0.24	0.51
37.65	1.27	0.17	0.33	0.26	0.54	0.3	1.05	0.73	0.41	0.25	0.48
37.68	1.29	0.17	0.35	0.26	0.54	0.27	1.01	0.73	0.41	0.24	0.43
37.7	1.28	0.19	0.33	0.28	0.56	0.27	0.99	0.69	0.38	0.23	0.46
37.72	1.22	0.17	0.33	0.25	0.52	0.29	1	0.68	0.38	0.23	0.46
37.75	1.22	0.17	0.34	0.25	0.51	0.26	0.98	0.69	0.4	0.23	0.4
37.77	1.23	0.18	0.34	0.28	0.54	0.26	0.94	0.65	0.36	0.22	0.41
37.8	1.18	0.16	0.32	0.24	0.51	0.27	0.95	0.64	0.36	0.22	0.42
37.82	1.16	0.16	0.32	0.24	0.49	0.26	0.94	0.65	0.37	0.23	0.38
37.85	1.19	0.16	0.33	0.25	0.51	0.25	0.9	0.63	0.34	0.21	0.36
37.87	1.15	0.16	0.29	0.23	0.5	0.25	0.91	0.6	0.33	0.21	0.38
37.89	1.12	0.16	0.3	0.23	0.47	0.26	0.92	0.62	0.33	0.22	0.35
37.92	1.15	0.16	0.32	0.23	0.47	0.24	0.88	0.61	0.33	0.21	0.31
37.94	1.14	0.17	0.3	0.24	0.48	0.24	0.87	0.58	0.3	0.21	0.34
37.97	1.1	0.16	0.3	0.22	0.45	0.25	0.9	0.58	0.3	0.22	0.34
37.99	1.12	0.16	0.31	0.22	0.44	0.23	0.86	0.59	0.31	0.21	0.3
38.02	1.13	0.18	0.29	0.25	0.46	0.23	0.85	0.56	0.28	0.2	0.32
38.04	1.1	0.15	0.28	0.22	0.43	0.24	0.87	0.54	0.28	0.2	0.32
38.07	1.11	0.15	0.28	0.22	0.43	0.21	0.87	0.57	0.3	0.21	0.27
38.09	1.14	0.16	0.28	0.23	0.45	0.21	0.83	0.54	0.27	0.19	0.27
38.11	1.12	0.15	0.26	0.21	0.43	0.21	0.86	0.53	0.27	0.19	0.28
38.14	1.11	0.15	0.26	0.21	0.41	0.21	0.88	0.55	0.27	0.21	0.26
38.16	1.16	0.15	0.28	0.21	0.42	0.19	0.85	0.55	0.27	0.19	0.23
38.19	1.16	0.16	0.25	0.21	0.43	0.19	0.87	0.53	0.25	0.19	0.25
38.21	1.15	0.15	0.25	0.2	0.39	0.2	0.9	0.55	0.25	0.2	0.25
38.24	1.2	0.15	0.27	0.2	0.39	0.18	0.88	0.56	0.26	0.19	0.22
38.26	1.22	0.16	0.26	0.22	0.42	0.18	0.88	0.54	0.23	0.19	0.24
38.29	1.21	0.15	0.26	0.2	0.4	0.2	0.94	0.55	0.23	0.19	0.24
38.31	1.25	0.15	0.27	0.2	0.4	0.17	0.94	0.59	0.25	0.2	0.2
38.33	1.3	0.16	0.28	0.22	0.42	0.17	0.94	0.57	0.22	0.19	0.21
38.36	1.29	0.14	0.26	0.19	0.41	0.18	0.99	0.57	0.22	0.19	0.21
38.38	1.32	0.14	0.26	0.19	0.4	0.16	1.01	0.61	0.23	0.21	0.18
38.41	1.39	0.15	0.27	0.2	0.42	0.16	1.01	0.62	0.21	0.19	0.17
38.43	1.4	0.14	0.24	0.18	0.42	0.16	1.05	0.61	0.2	0.19	0.18
38.46	1.42	0.14	0.24	0.18	0.41	0.16	1.1	0.65	0.2	0.21	0.17
38.48	1.49	0.14	0.27	0.18	0.41	0.14	1.1	0.66	0.21	0.2	0.14
38.51	1.53	0.16	0.25	0.19	0.44	0.14	1.12	0.65	0.19	0.2	0.16
38.53	1.54	0.14	0.25	0.18	0.42	0.16	1.19	0.68	0.19	0.21	0.16
38.55	1.61	0.14	0.27	0.18	0.42	0.14	1.19	0.73	0.21	0.22	0.13
38.58	1.67	0.16	0.26	0.2	0.45	0.14	1.21	0.72	0.18	0.21	0.14
38.6	1.68	0.14	0.25	0.18	0.44	0.15	1.28	0.74	0.18	0.21	0.14
38.63	1.74	0.14	0.26	0.18	0.44	0.12	1.31	0.8	0.19	0.23	0.12
38.65	1.83	0.15	0.28	0.19	0.47	0.12	1.33	0.8	0.17	0.21	0.12
38.68	1.85	0.14	0.26	0.17	0.49	0.12	1.4	0.82	0.17	0.21	0.13
38.7	1.89	0.14	0.26	0.17	0.47	0.12	1.46	0.87	0.17	0.24	0.13
38.73	1.98	0.14	0.3	0.17	0.49	0.12	1.47	0.9	0.17	0.22	0.11
38.75	2.03	0.14	0.28	0.17	0.52	0.12	1.52	0.9	0.16	0.22	0.12
38.77	2.06	0.14	0.28	0.17	0.51	0.12	1.59	0.95	0.16	0.24	0.12
38.8	2.15	0.16	0.31	0.18	0.52	0.1	1.61	0.99	0.15	0.23	0.1
38.82	2.21	0.15	0.31	0.18	0.56	0.12	1.65	1	0.13	0.23	0.1
38.85	2.24	0.14	0.31	0.16	0.55	0.12	1.73	1.04	0.15	0.24	0.1
38.87	2.32	0.15	0.33	0.18	0.57	0.1	1.77	1.1	0.15	0.27	0.08
38.9	2.41	0.15	0.34	0.18	0.62	0.1	1.8	1.1	0.13	0.25	0.08
38.92	2.44	0.14	0.33	0.16	0.62	0.1	1.89	1.13	0.13	0.25	0.08
38.94	2.5	0.14	0.33	0.17	0.62	0.08	1.94	1.2	0.13	0.28	0.08
38.97	2.6	0.15	0.37	0.18	0.67	0.08	1.97	1.22	0.12	0.26	0.08
38.99	2.64	0.14	0.34	0.15	0.7	0.1	2.04	1.24	0.12	0.26	0.08
39.02	2.69	0.14	0.34	0.15	0.7	0.09	2.11	1.31	0.13	0.29	0.08
39.04	2.78	0.15	0.38	0.17	0.72	0.09	2.13	1.35	0.12	0.28	0.09
39.07	2.85	0.14	0.39	0.16	0.77	0.1	2.18	1.36	0.11	0.28	0.09
39.09	2.87	0.13	0.39	0.15	0.76	0.1	2.27	1.41	0.12	0.31	0.09
39.12	2.96	0.15	0.43	0.17	0.78	0.09	2.3	1.47	0.12	0.32	0.08
39.14	3.05	0.15	0.44	0.17	0.84	0.1	2.34	1.48	0.11	0.31	0.08
39.16	3.08	0.13	0.43	0.16	0.84	0.1	2.43	1.52	0.11	0.31	0.08
39.19	3.15	0.14	0.45	0.17	0.86	0.08	2.48	1.58	0.12	0.34	0.07
39.21	3.27	0.14	0.47	0.17	0.91	0.08	2.5	1.6	0.1	0.32	0.08
39.24	3.31	0.12	0.46	0.15	0.94	0.09	2.59	1.63	0.1	0.32	0.08
39.26	3.36	0.12	0.47	0.15	0.94	0.08	2.65	1.7	0.12	0.36	0.08
39.29	3.46	0.14	0.52	0.16	0.99	0.08	2.68	1.73	0.11	0.35	0.09
39.31	3.51	0.13	0.51	0.15	1.03	0.09	2.74	1.74	0.1	0.35	0.09
39.34	3.54	0.12	0.51	0.15	1.02	0.09	2.81	1.81	0.13	0.38	0.09
39.36	3.64	0.13	0.55	0.16	1.06	0.08	2.84	1.85	0.13	0.38	0.11
39.38	3.71	0.13	0.55	0.16	1.11	0.09	2.89	1.86	0.12	0.38	0.11
39.41	3.73	0.12	0.55	0.15	1.12	0.09	2.97	1.92	0.13	0.4	0.11
39.43	3.81	0.12	0.58	0.17	1.14	0.09	3.01	1.98	0.13	0.42	0.13
39.46	3.91	0.11	0.6	0.15	1.2	0.1	3.04	1.99	0.13	0.4	0.14
39.48	3.93	0.11	0.59	0.15	1.22	0.08	3.13	2.02	0.14	0.41	0.14
39.51	3.98	0.11	0.61	0.16	1.22	0.08	3.18	2.09	0.14	0.44	0.16
39.53	4.08	0.1	0.65	0.14	1.28	0.08	3.19	2.13	0.14	0.43	0.19
39.56	4.12	0.1	0.64	0.14	1.3	0.09	3.26	2.14	0.14	0.43	0.19
39.58	4.16	0.1	0.65	0.14	1.3	0.09	3.33	2.21	0.17	0.47	0.18
39.6	4.25	0.12	0.7	0.15	1.34	0.09	3.35	2.24	0.16	0.46	0.23
39.63	4.31	0.11	0.7	0.14	1.38	0.11	3.4	2.25	0.16	0.46	0.23
39.65	4.34	0.11	0.7	0.14	1.38	0.09	3.48	2.3	0.17	0.49	0.22
39.68	4.42	0.12	0.75	0.17	1.4	0.09	3.5	2.35	0.16	0.5	0.27
39.7	4.5	0.11	0.76	0.15	1.46	0.12	3.54	2.36	0.16	0.49	0.3
39.73	4.52	0.11	0.74	0.15	1.46	0.1	3.62	2.4	0.19	0.51	0.29
39.75	4.59	0.12	0.77	0.17	1.48	0.1	3.66	2.46	0.21	0.53	0.34
39.78	4.68	0.11	0.8	0.15	1.53	0.11	3.68	2.48	0.21	0.52	0.39
39.8	4.7	0.11	0.78	0.15	1.55	0.11	3.76	2.5	0.23	0.53	0.4
39.82	4.75	0.11	0.81	0.15	1.56	0.11	3.82	2.57	0.27	0.57	0.43
39.85	4.85	0.12	0.86	0.15	1.6	0.12	3.83	2.6	0.26	0.55	0.51
39.87	4.88	0.12	0.85	0.15	1.64	0.13	3.9	2.61	0.27	0.55	0.55
39.9	4.9	0.12	0.85	0.15	1.63	0.13	3.97	2.66	0.33	0.59	0.56
39.92	4.99	0.14	0.89	0.18	1.67	0.13	3.98	2.7	0.32	0.59	0.65
39.95	5.05	0.12	0.89	0.17	1.71	0.16	4.02	2.71	0.33	0.57	0.69
39.97	5.08	0.13	0.88	0.17	1.71	0.15	4.1	2.75	0.38	0.61	0.69
39.99	5.16	0.14	0.93	0.2	1.73	0.15	4.14	2.81	0.4	0.62	0.78
40.02	5.24	0.13	0.95	0.18	1.78	0.17	4.16	2.81	0.4	0.61	0.86
40.04	5.26	0.13	0.94	0.18	1.79	0.18	4.22	2.84	0.45	0.62	0.88
40.07	5.32	0.14	0.97	0.2	1.78	0.18	4.27	2.91	0.49	0.65	0.95
40.09	5.41	0.16	1	0.19	1.83	0.2	4.29	2.93	0.51	0.64	1.05
40.12	5.46	0.15	0.97	0.19	1.86	0.22	4.36	2.95	0.54	0.65	1.09
40.14	5.5	0.15	0.99	0.2	1.85	0.22	4.42	3.01	0.6	0.68	1.13
40.17	5.59	0.15	1.03	0.22	1.89	0.23	4.44	3.04	0.61	0.68	1.26
40.19	5.65	0.14	1.02	0.22	1.93	0.27	4.49	3.04	0.64	0.67	1.33
40.21	5.67	0.14	1.02	0.22	1.93	0.29	4.57	3.1	0.72	0.71	1.35
40.24	5.76	0.17	1.06	0.25	1.95	0.29	4.59	3.15	0.73	0.72	1.47
40.26	5.84	0.15	1.07	0.24	1.99	0.33	4.63	3.15	0.76	0.7	1.58
40.29	5.86	0.15	1.05	0.24	1.99	0.33	4.71	3.19	0.83	0.73	1.59
40.31	5.93	0.16	1.09	0.27	2	0.33	4.76	3.25	0.89	0.75	1.69
40.34	6.03	0.16	1.12	0.25	2.05	0.36	4.78	3.26	0.92	0.73	1.82
40.36	6.06	0.16	1.1	0.25	2.07	0.38	4.86	3.29	0.98	0.75	1.86
40.39	6.11	0.17	1.13	0.27	2.07	0.38	4.9	3.35	1.04	0.78	1.92
40.41	6.21	0.18	1.16	0.28	2.11	0.41	4.92	3.37	1.05	0.77	2.07
40.43	6.27	0.17	1.14	0.28	2.14	0.46	4.98	3.39	1.1	0.76	2.13
40.46	6.3	0.17	1.15	0.3	2.13	0.45	5.06	3.45	1.17	0.8	2.16
40.48	6.4	0.2	1.2	0.33	2.16	0.46	5.08	3.49	1.19	0.81	2.28
40.51	6.46	0.18	1.19	0.32	2.21	0.52	5.12	3.5	1.24	0.79	2.38
40.53	6.49	0.18	1.19	0.32	2.2	0.52	5.21	3.55	1.31	0.83	2.4
40.56	6.57	0.2	1.23	0.36	2.22	0.53	5.25	3.61	1.34	0.84	2.51
40.58	6.66	0.19	1.25	0.34	2.27	0.59	5.29	3.62	1.38	0.83	2.64
40.61	6.7	0.19	1.24	0.34	2.29	0.6	5.37	3.65	1.47	0.85	2.66
40.63	6.76	0.21	1.26	0.38	2.3	0.61	5.43	3.72	1.51	0.88	2.73
40.65	6.86	0.21	1.3	0.38	2.35	0.66	5.45	3.75	1.53	0.86	2.88
40.68	6.91	0.21	1.28	0.38	2.37	0.69	5.53	3.77	1.61	0.87	2.92
40.7	6.96	0.21	1.29	0.41	2.37	0.68	5.62	3.84	1.67	0.91	2.97
40.73	7.06	0.23	1.34	0.43	2.42	0.72	5.64	3.87	1.68	0.9	3.11
40.75	7.12	0.21	1.34	0.42	2.46	0.77	5.69	3.88	1.73	0.9	3.18
40.78	7.15	0.21	1.34	0.43	2.45	0.77	5.78	3.94	1.81	0.94	3.19
40.8	7.24	0.24	1.39	0.47	2.48	0.79	5.81	3.99	1.83	0.95	3.31
40.83	7.32	0.24	1.4	0.45	2.53	0.87	5.85	4	1.87	0.93	3.42
40.85	7.35	0.24	1.39	0.45	2.54	0.86	5.94	4.04	1.95	0.96	3.44
40.87	7.43	0.27	1.43	0.51	2.55	0.86	5.98	4.11	1.98	0.98	3.53
40.9	7.53	0.26	1.46	0.49	2.61	0.92	6.02	4.12	2.01	0.97	3.66
40.92	7.56	0.26	1.44	0.49	2.64	0.95	6.1	4.15	2.09	0.98	3.69
40.95	7.62	0.27	1.47	0.53	2.63	0.96	6.16	4.22	2.14	1.02	3.74
40.97	7.73	0.28	1.52	0.53	2.68	1.02	6.19	4.25	2.16	1.01	3.88
41	7.78	0.27	1.5	0.53	2.72	1.06	6.26	4.27	2.22	1.02	3.93
41.02	7.81	0.27	1.51	0.57	2.71	1.05	6.33	4.34	2.28	1.05	3.96
41.05	7.91	0.3	1.56	0.59	2.75	1.1	6.37	4.38	2.29	1.06	4.09
41.07	7.98	0.27	1.56	0.57	2.81	1.15	6.42	4.39	2.33	1.04	4.17
41.09	8.01	0.27	1.55	0.58	2.81	1.14	6.51	4.44	2.41	1.08	4.18
41.12	8.1	0.3	1.6	0.63	2.84	1.17	6.55	4.49	2.44	1.1	4.29
41.14	8.19	0.29	1.61	0.61	2.89	1.25	6.58	4.5	2.46	1.08	4.41
41.17	8.21	0.29	1.6	0.61	2.91	1.25	6.67	4.54	2.54	1.1	4.42
41.19	8.28	0.31	1.64	0.67	2.9	1.27	6.72	4.61	2.59	1.13	4.49
41.22	8.38	0.29	1.67	0.63	2.96	1.35	6.74	4.63	2.6	1.12	4.63
41.24	8.42	0.29	1.66	0.68	2.99	1.33	6.81	4.65	2.69	1.12	4.67
41.26	8.47	0.32	1.67	0.73	2.99	1.35	6.88	4.72	2.71	1.16	4.75
41.29	8.56	0.31	1.72	0.69	3.03	1.44	6.9	4.75	2.72	1.15	4.83
41.31	8.62	0.29	1.71	0.7	3.07	1.44	6.96	4.76	2.81	1.16	4.89
41.34	8.65	0.33	1.71	0.76	3.08	1.43	7.03	4.82	2.85	1.19	4.96
41.36	8.74	0.33	1.76	0.76	3.1	1.52	7.06	4.86	2.84	1.2	5.05
41.39	8.82	0.31	1.77	0.74	3.16	1.54	7.1	4.87	2.91	1.18	5.12
41.41	8.84	0.33	1.75	0.8	3.17	1.53	7.19	4.92	2.99	1.21	5.19
41.44	8.91	0.36	1.79	0.82	3.19	1.59	7.23	4.98	2.98	1.24	5.28
41.46	9.01	0.33	1.82	0.78	3.25	1.65	7.25	5	3.03	1.22	5.36
41.48	9.04	0.34	1.81	0.83	3.26	1.62	7.33	5.03	3.12	1.23	5.42
41.51	9.09	0.38	1.83	0.89	3.26	1.67	7.39	5.09	3.13	1.27	5.51
41.53	9.18	0.35	1.86	0.83	3.31	1.75	7.41	5.12	3.15	1.26	5.6
41.56	9.24	0.34	1.85	0.87	3.35	1.73	7.47	5.11	3.24	1.26	5.66
41.58	9.27	0.38	1.85	0.93	3.35	1.73	7.54	5.18	3.27	1.3	5.74
41.61	9.37	0.37	1.9	0.9	3.39	1.82	7.57	5.22	3.27	1.3	5.83
41.63	9.43	0.35	1.9	0.89	3.44	1.82	7.61	5.22	3.35	1.28	5.89
41.66	9.45	0.38	1.89	0.97	3.43	1.81	7.68	5.27	3.41	1.31	5.96
41.68	9.53	0.4	1.94	0.96	3.45	1.89	7.72	5.32	3.4	1.33	6.07
41.7	9.61	0.36	1.95	0.94	3.51	1.93	7.76	5.33	3.47	1.32	6.14
41.73	9.64	0.39	1.94	1	3.52	1.91	7.84	5.37	3.56	1.34	6.21
41.75	9.69	0.42	1.97	1.03	3.53	1.97	7.89	5.44	3.56	1.37	6.31
41.78	9.79	0.4	2	0.99	3.58	2.03	7.91	5.46	3.6	1.36	6.39
41.8	9.83	0.39	1.99	1.04	3.61	2.01	7.98	5.48	3.7	1.36	6.46
41.83	9.86	0.43	2	1.1	3.62	2.01	8.05	5.54	3.72	1.4	6.55
41.85	9.95	0.41	2.02	1.05	3.68	2.09	8.06	5.57	3.73	1.4	6.65
41.88	10	0.41	2.02	1.1	3.72	2.08	8.12	5.57	3.82	1.39	6.67
41.9	10.03	0.44	2.02	1.13	3.72	2.13	8.19	5.63	3.84	1.42	6.79
41.92	10.11	0.42	2.06	1.1	3.74	2.19	8.22	5.67	3.88	1.43	6.9
41.95	10.19	0.42	2.08	1.13	3.8	2.18	8.25	5.68	3.96	1.42	6.91
41.97	10.21	0.45	2.06	1.19	3.8	2.21	8.32	5.73	4	1.44	7.02
42	10.28	0.45	2.1	1.16	3.81	2.28	8.37	5.78	4.02	1.47	7.16
42.02	10.37	0.44	2.13	1.17	3.87	2.29	8.39	5.79	4.11	1.45	7.19
42.05	10.39	0.47	2.11	1.23	3.89	2.3	8.46	5.82	4.16	1.47	7.26
42.07	10.44	0.48	2.14	1.23	3.88	2.36	8.52	5.88	4.17	1.5	7.41
42.1	10.54	0.46	2.17	1.22	3.93	2.4	8.54	5.9	4.24	1.48	7.46
42.12	10.58	0.47	2.16	1.28	3.96	2.4	8.6	5.91	4.31	1.49	7.5
42.14	10.61	0.49	2.16	1.3	3.97	2.46	8.67	5.97	4.32	1.52	7.64
42.17	10.7	0.46	2.21	1.27	4	2.5	8.69	6	4.37	1.52	7.72
42.19	10.76	0.47	2.22	1.33	4.05	2.5	8.72	6.01	4.46	1.51	7.74
42.22	10.77	0.5	2.2	1.36	4.05	2.54	8.8	6.08	4.48	1.55	7.86
